oa_code,All families in households,No dependent children in family,One dependent child in family aged 0 to 4,One dependent child in family aged 5 to 11,One dependent child in family aged 12 to 18,Two dependent children in family: Youngest aged 0 to 4,Two dependent children in family: Youngest aged 5 to 11 ,Two dependent children in family: Youngest aged 12 to 18 ,Three or more dependent children in family: Youngest aged 0 to 4 ,Three or more dependent children in family: Youngest aged 5 to 11,Three or more dependent children in family: Youngest aged 12 to 18,All dependent children in households
S00124204,45,30,4,-,1,2,3,2,-,2,1,28
S00124205,20,17,-,-,1,-,1,1,-,-,-,5
S00124206,21,12,5,1,-,1,1,1,-,-,-,12
S00124207,61,27,5,4,4,5,7,2,6,1,-,69
S00124208,49,24,3,3,3,2,1,4,5,2,2,54
S00124209,47,26,3,6,5,2,1,1,2,1,-,32
S00124210,54,41,3,1,1,2,2,1,2,1,-,26
S00124211,49,21,7,1,7,4,2,1,3,2,1,52
S00124212,43,22,3,2,1,2,4,2,5,1,1,47
S00124213,24,15,5,1,-,2,1,-,-,-,-,12
S00124214,49,41,2,1,2,1,-,1,1,-,-,12
S00124215,29,14,1,3,2,3,2,1,-,3,-,30
S00124216,20,15,2,-,-,1,1,-,1,-,-,10
S00124217,25,15,1,-,4,-,3,1,1,-,-,16
S00124218,29,9,1,5,3,2,3,3,2,1,-,35
S00124219,23,8,6,2,2,4,1,-,-,-,-,20
S00124220,23,12,-,2,4,1,1,-,1,2,-,20
S00124221,29,21,3,-,1,1,2,-,1,-,-,13
S00124222,25,14,1,2,1,2,2,1,1,1,-,20
S00124223,30,24,1,1,2,-,1,-,-,1,-,9
S00124224,41,31,3,-,3,-,1,2,1,-,-,15
S00124225,41,30,1,2,2,3,2,1,-,-,-,17
S00124226,17,6,3,1,2,4,-,-,-,1,-,19
S00124227,45,14,5,2,9,5,4,4,2,-,-,48
S00124228,43,22,3,1,5,4,5,-,2,1,-,37
S00124229,38,14,4,4,3,2,-,-,5,6,-,53
S00124230,49,18,3,7,7,3,8,-,1,2,-,48
S00124231,41,20,2,3,5,4,3,1,1,2,-,37
S00124232,47,13,8,9,4,8,4,1,-,-,-,49
S00124233,50,26,1,2,8,1,7,5,-,-,-,37
S00124234,31,20,5,3,-,1,1,1,-,-,-,14
S00124235,26,9,2,4,3,1,3,3,1,-,-,30
S00124236,35,22,2,2,2,1,2,1,3,-,-,24
S00124237,27,17,3,1,5,1,-,-,-,-,-,11
S00124238,36,26,2,3,2,-,3,-,-,-,-,13
S00124239,38,24,3,4,5,1,-,1,-,-,-,16
S00124240,43,24,5,1,1,5,-,1,4,1,1,37
S00124241,38,21,3,2,6,4,-,1,-,1,-,24
S00124242,43,24,4,2,6,-,2,2,2,1,-,31
S00124243,46,26,3,7,1,2,5,1,1,-,-,31
S00124244,59,31,5,4,5,6,2,2,3,-,1,46
S00124245,35,21,3,1,5,2,3,-,-,-,-,19
S00124246,30,16,3,-,2,1,3,2,2,1,-,26
S00124247,40,27,1,-,2,1,5,1,2,1,-,26
S00124248,35,20,-,1,4,2,1,1,4,2,-,31
S00124249,43,33,2,-,3,2,2,-,1,-,-,16
S00124250,27,17,1,1,2,3,2,-,1,-,-,18
S00124251,29,17,2,-,4,1,3,-,-,2,-,21
S00124252,35,15,7,4,2,1,3,-,3,-,-,34
S00124253,36,18,1,3,3,6,1,2,1,1,-,31
S00124254,15,9,-,2,2,-,2,-,-,-,-,10
S00124255,52,33,2,6,2,1,4,-,3,1,-,32
S00124256,49,25,2,2,7,2,2,5,4,-,-,43
S00124257,47,25,4,2,1,2,1,4,6,1,1,46
S00124258,48,21,1,7,11,4,1,-,1,2,-,39
S00124259,30,15,6,2,3,1,1,-,1,1,-,22
S00124260,31,18,1,-,3,1,3,2,1,2,-,25
S00124261,19,11,3,-,1,1,2,-,-,1,-,13
S00124262,39,22,1,3,4,2,1,1,4,1,-,32
S00124263,55,33,3,2,4,1,2,3,4,2,1,44
S00124264,41,27,2,1,4,1,2,1,1,2,-,25
S00124265,49,27,6,3,5,2,2,1,2,-,1,33
S00124266,44,27,2,1,4,-,4,2,1,2,1,33
S00124267,30,15,3,2,4,3,-,-,2,-,1,24
S00124268,59,47,-,1,3,3,2,1,1,1,-,23
S00124269,16,12,1,1,1,1,-,-,-,-,-,5
S00124270,19,8,3,1,2,-,3,2,-,-,-,16
S00124271,46,33,7,2,-,1,2,1,-,-,-,17
S00124272,35,19,6,2,3,2,2,-,1,-,-,23
S00124273,41,25,2,3,1,2,3,2,2,1,-,30
S00124274,39,20,5,5,4,1,1,1,2,-,-,27
S00124275,44,24,4,1,4,2,3,-,2,3,1,39
S00124276,25,16,3,2,1,2,1,-,-,-,-,12
S00124277,26,19,1,1,2,1,1,1,-,-,-,10
S00124278,30,19,3,1,5,-,2,-,-,-,-,13
S00124279,38,23,4,-,6,-,4,-,1,-,-,21
S00124280,26,19,1,-,1,-,1,-,1,2,1,16
S00124281,34,18,3,3,2,-,1,2,2,3,-,33
S00124282,18,10,1,-,3,1,2,-,-,-,1,13
S00124283,18,9,5,2,-,1,-,1,-,-,-,11
S00124284,25,16,1,1,2,2,1,1,-,-,1,15
S00124285,22,11,1,-,5,1,3,1,-,-,-,16
S00124286,16,12,-,-,1,1,1,-,1,-,-,8
S00124287,43,21,3,2,3,2,5,4,2,-,1,39
S00124288,26,12,7,-,4,2,-,-,1,-,-,18
S00124289,36,21,1,4,4,2,2,1,-,1,-,23
S00124290,45,35,4,1,2,-,2,1,-,-,-,13
S00124291,46,14,4,8,4,3,2,2,9,-,-,60
S00124292,36,24,4,2,2,1,2,1,-,-,-,17
S00124293,47,26,1,2,1,2,3,4,5,2,1,47
S00124294,39,17,-,6,2,2,2,3,5,2,-,43
S00124295,39,20,-,-,4,3,3,6,3,-,-,39
S00124296,26,13,1,1,3,1,1,4,2,-,-,25
S00124297,32,25,3,2,-,1,-,1,-,-,-,9
S00124298,48,36,2,3,3,-,1,-,1,2,-,19
S00124299,28,15,2,2,2,3,3,1,-,-,-,20
S00124300,30,22,2,1,-,-,3,1,1,-,-,14
S00124301,39,22,1,4,3,7,1,-,1,-,-,27
S00124302,21,15,1,-,2,2,1,-,-,-,-,9
S00124303,28,19,2,1,2,1,2,1,-,-,-,13
S00124304,53,37,3,1,4,1,4,-,1,2,-,27
S00124305,33,19,4,3,1,2,1,1,2,-,-,23
S00124306,31,21,2,-,1,2,1,3,1,-,-,21
S00124307,28,13,4,1,3,2,-,1,2,2,-,26
S00124308,42,28,1,2,3,2,3,2,1,-,-,25
S00124309,40,26,3,2,6,-,2,1,-,-,-,17
S00124310,26,18,1,-,3,-,4,-,-,-,-,12
S00124311,32,20,-,1,3,1,2,3,2,-,-,22
S00124312,17,7,3,2,2,1,1,1,-,-,-,13
S00124313,82,39,8,3,9,5,13,3,2,-,-,71
S00124314,20,15,1,1,1,1,-,1,-,-,-,7
S00124315,41,21,1,2,3,4,4,3,3,-,-,38
S00124316,37,20,1,1,3,1,3,3,2,2,1,35
S00124317,33,18,2,-,6,2,3,-,2,-,-,24
S00124318,41,26,1,2,2,3,3,3,-,-,1,26
S00124319,40,25,1,2,3,3,2,1,3,-,-,29
S00124320,35,17,1,4,5,-,4,2,1,1,-,28
S00124321,56,25,6,4,11,3,4,-,1,2,-,44
S00124322,36,22,6,-,4,3,-,-,-,1,-,21
S00124323,37,17,3,6,3,4,2,1,1,-,-,29
S00124324,25,14,-,3,6,-,1,-,1,-,-,14
S00124325,34,20,2,4,4,1,-,1,1,-,1,20
S00124326,33,18,1,1,5,2,2,1,2,1,-,26
S00124327,32,17,4,-,3,1,2,5,-,-,-,26
S00124328,35,19,3,4,1,1,2,3,1,-,1,26
S00124329,33,19,2,1,1,3,5,-,2,-,-,27
S00124330,34,18,2,3,5,3,1,2,-,-,-,22
S00124331,38,22,4,2,3,2,-,1,2,2,-,28
S00124332,30,16,6,-,5,-,1,-,-,2,-,21
S00124333,34,16,2,-,6,3,1,2,4,-,-,33
S00124334,34,15,3,2,2,4,3,2,2,-,1,35
S00124335,44,23,3,2,8,1,3,1,2,-,1,34
S00124336,39,11,6,5,1,4,6,-,3,3,-,50
S00124337,33,9,2,7,4,3,4,-,2,2,-,42
S00124338,27,9,4,-,3,3,1,2,2,2,1,35
S00124339,38,14,4,3,4,1,6,1,3,2,-,42
S00124340,38,19,4,1,7,1,3,1,2,-,-,28
S00124341,34,16,-,4,3,1,3,3,3,1,-,33
S00124342,58,37,2,1,6,4,3,-,4,1,-,39
S00124343,46,25,4,4,2,3,5,1,1,1,-,34
S00124344,41,24,2,3,3,2,3,3,1,-,-,27
S00124345,37,22,3,3,2,2,-,3,2,-,-,24
S00124346,40,21,2,1,4,4,2,2,2,2,-,35
S00124347,24,19,1,-,2,1,-,1,-,-,-,7
S00124348,48,31,-,2,4,1,4,1,4,1,-,35
S00124349,66,44,1,5,7,1,3,3,-,2,-,33
S00124350,50,34,-,-,8,3,3,2,-,-,-,24
S00124351,38,21,2,2,9,-,2,1,-,1,-,22
S00124352,37,22,-,3,1,1,5,3,1,1,-,28
S00124353,55,27,3,1,9,3,4,4,2,2,-,50
S00124354,43,30,4,1,1,2,2,1,2,-,-,22
S00124355,39,26,2,1,3,1,3,2,-,1,-,21
S00124356,35,31,-,-,1,2,-,1,-,-,-,7
S00124357,45,34,-,1,3,3,1,2,-,1,-,20
S00124358,42,22,4,1,1,3,5,3,2,1,-,37
S00124359,27,15,-,1,2,3,-,3,2,1,-,26
S00124360,19,12,2,4,-,-,1,-,-,-,-,8
S00124361,31,19,1,-,5,3,1,1,1,-,-,19
S00124362,34,23,2,1,3,-,1,2,1,1,-,19
S00124363,32,18,1,3,2,2,1,1,3,1,-,26
S00124364,28,14,3,2,3,1,1,2,1,1,-,22
S00124365,24,17,1,1,2,1,1,-,-,-,1,11
S00124366,32,13,4,-,5,2,3,1,2,2,-,34
S00124367,36,22,1,1,7,2,2,-,-,1,-,22
S00124368,31,23,2,2,2,1,-,1,-,-,-,10
S00124369,36,23,4,-,2,-,3,2,1,-,1,22
S00124370,62,45,2,2,4,2,3,4,-,-,-,26
S00124371,21,14,2,-,1,2,1,1,-,-,-,11
S00124372,32,23,1,-,4,3,-,-,1,-,-,14
S00124373,42,26,1,-,6,3,-,4,1,1,-,27
S00124374,49,27,4,2,8,2,4,-,-,1,1,32
S00124375,54,25,7,6,2,1,8,2,1,2,-,48
S00124376,38,23,3,-,1,2,2,3,3,1,-,32
S00124377,39,28,1,1,3,1,1,1,2,1,-,20
S00124378,38,22,6,1,3,2,2,1,-,1,-,23
S00124379,41,35,1,1,1,-,1,2,-,-,-,9
S00124380,34,19,3,1,6,2,1,-,1,1,-,24
S00124381,19,8,6,2,2,-,-,-,1,-,-,13
S00124382,41,19,6,2,1,4,6,1,-,2,-,37
S00124383,42,19,4,1,7,5,3,1,1,1,-,36
S00124384,30,8,1,7,3,5,4,-,-,2,-,37
S00124385,14,8,3,-,1,-,-,1,1,-,-,10
S00124386,29,16,5,4,2,1,1,-,-,-,-,15
S00124387,17,10,-,2,4,-,1,-,-,-,-,8
S00124388,22,9,2,4,2,3,-,-,1,1,-,21
S00124389,24,10,2,1,1,-,3,1,5,1,-,36
S00124390,22,14,2,1,2,2,-,-,1,-,-,12
S00124391,36,21,2,2,4,-,3,4,-,-,-,23
S00124392,43,28,5,2,2,1,1,1,1,2,-,24
S00124393,51,36,-,4,2,3,2,4,-,-,-,24
S00124394,20,16,-,1,1,-,1,-,-,1,-,7
S00124395,20,9,5,1,1,1,2,1,-,-,-,15
S00124396,14,8,3,-,-,1,2,-,-,-,-,9
S00124397,23,9,5,1,1,3,1,1,1,1,-,23
S00124398,48,26,3,-,4,9,2,2,1,1,-,39
S00124399,29,20,6,-,1,1,1,-,-,-,-,11
S00124400,38,18,3,1,3,3,4,2,3,1,-,38
S00124401,36,13,5,3,8,5,1,1,-,-,-,30
S00124402,16,12,1,-,1,1,1,-,-,-,-,6
S00124403,10,4,2,-,1,2,-,-,1,-,-,10
S00124404,16,11,1,-,1,-,1,1,-,1,-,9
S00124405,49,20,8,5,4,3,2,2,3,2,-,54
S00124406,13,10,1,-,1,-,1,-,-,-,-,4
S00124407,34,11,4,3,6,5,3,-,1,1,-,35
S00124408,31,18,1,3,2,4,-,-,2,1,-,23
S00124409,29,12,2,2,1,2,1,-,7,2,-,43
S00124410,46,22,4,5,3,4,3,1,3,1,-,43
S00124411,46,30,1,1,2,3,7,-,1,1,-,31
S00124412,21,8,1,3,-,3,1,2,2,1,-,26
S00124413,28,15,2,1,4,1,5,-,-,-,-,19
S00124414,33,16,-,2,3,1,3,-,5,3,-,46
S00124415,30,11,3,3,7,-,4,-,2,-,-,27
S00124416,28,13,6,2,-,1,3,2,-,-,1,23
S00124417,41,15,3,2,7,4,2,2,3,2,1,58
S00124418,26,10,4,3,5,-,-,1,2,-,1,24
S00124419,59,29,4,3,5,6,2,-,8,2,-,68
S00124420,48,21,5,4,8,3,4,2,-,1,-,43
S00124421,25,18,2,-,-,1,2,2,-,-,-,12
S00124422,36,11,3,1,3,6,1,1,4,6,-,54
S00124423,24,18,1,-,1,3,1,-,-,-,-,10
S00124424,19,6,2,3,5,2,1,-,-,-,-,17
S00124425,29,14,2,1,2,5,-,-,4,1,-,34
S00124426,43,23,2,4,6,2,2,1,1,2,-,37
S00124427,33,20,2,1,4,1,4,-,1,-,-,22
S00124428,39,22,1,4,5,4,1,-,1,1,-,26
S00124429,26,17,-,2,2,2,-,-,2,1,-,18
S00124430,45,26,7,2,3,3,1,3,-,-,-,26
S00124431,18,11,2,-,2,1,1,-,-,1,-,11
S00124432,20,14,3,1,1,-,-,-,1,-,-,8
S00124433,23,17,1,1,-,2,-,-,1,1,-,12
S00124434,31,16,4,2,5,1,1,2,-,-,-,20
S00124435,32,23,2,1,1,2,2,-,-,1,-,15
S00124436,24,19,1,2,2,-,-,-,-,-,-,5
S00124437,28,20,1,1,3,1,1,1,-,-,-,11
S00124438,32,21,-,4,2,-,3,-,1,1,-,18
S00124439,44,35,2,2,1,1,2,-,-,1,-,17
S00124440,29,21,1,1,2,1,1,1,1,-,-,13
S00124441,27,17,2,1,5,-,1,1,-,-,-,12
S00124442,22,14,2,-,3,1,-,-,2,-,-,15
S00124443,35,20,2,4,2,3,3,-,-,1,-,23
S00124444,20,17,-,1,1,1,-,-,-,-,-,4
S00124445,33,24,-,1,1,3,-,3,-,1,-,17
S00124446,27,20,3,1,-,2,1,-,-,-,-,10
S00124447,34,26,1,-,3,3,1,-,-,-,-,12
S00124448,30,17,2,4,3,-,3,-,1,-,-,18
S00124449,48,31,3,4,1,1,5,1,2,-,-,28
S00124450,28,18,1,1,2,3,-,-,2,1,-,20
S00124451,28,19,1,2,-,1,4,-,-,1,-,16
S00124452,24,19,2,-,3,-,-,-,-,-,-,6
S00124453,23,15,1,-,2,1,2,1,-,1,-,14
S00124454,45,28,3,2,6,-,4,1,1,-,-,24
S00124455,35,21,4,-,3,2,1,4,-,-,-,21
S00124456,23,11,2,1,1,3,3,1,1,-,-,24
S00124457,33,23,2,3,3,-,2,-,-,-,-,12
S00124458,32,20,2,3,4,-,3,-,-,-,-,15
S00124459,42,26,4,2,2,1,3,1,2,-,1,27
S00124460,29,16,1,3,2,3,1,-,3,-,-,26
S00124461,24,16,1,-,3,-,1,-,2,1,-,16
S00124462,32,22,2,2,-,3,2,-,1,-,-,18
S00124463,39,32,2,-,3,1,1,-,-,-,-,9
S00124464,37,23,3,1,4,3,-,1,1,1,-,22
S00124465,44,24,5,-,3,5,1,1,4,1,-,37
S00124466,33,23,3,1,-,1,1,-,3,1,-,22
S00124467,18,12,1,1,3,1,-,-,-,-,-,7
S00124468,36,22,1,5,2,1,-,2,2,1,-,24
S00124469,17,14,-,-,1,2,-,-,-,-,-,5
S00124470,50,26,3,2,5,4,2,4,2,2,-,46
S00124471,23,11,7,1,-,1,-,-,-,1,2,19
S00124472,14,9,2,1,2,-,-,-,-,-,-,5
S00124473,27,12,2,5,-,3,5,-,-,-,-,23
S00124474,27,19,-,1,5,1,-,1,-,-,-,10
S00124475,25,18,-,4,-,1,1,1,-,-,-,10
S00124476,16,10,-,3,-,-,1,1,1,-,-,10
S00124477,21,14,-,2,3,1,1,-,-,-,-,9
S00124478,26,9,4,1,2,4,2,2,2,-,-,30
S00124479,58,39,2,2,4,2,4,1,2,2,-,36
S00124480,39,18,-,5,-,3,2,3,5,3,-,48
S00124481,30,11,2,2,3,1,4,1,3,2,1,42
S00124482,25,13,4,1,2,2,1,1,1,-,-,18
S00124483,24,11,3,2,1,1,-,-,4,1,1,28
S00124484,38,25,4,3,3,1,-,1,1,-,-,17
S00124485,41,26,2,-,4,2,3,1,2,1,-,28
S00124486,32,19,2,2,-,4,3,1,-,1,-,25
S00124487,34,21,3,1,4,2,2,1,-,-,-,18
S00124488,37,24,1,2,5,2,2,-,1,-,-,20
S00124489,26,13,1,-,7,2,1,-,1,-,1,20
S00124490,18,13,2,1,-,1,1,-,-,-,-,7
S00124491,38,23,-,1,5,1,3,3,-,2,-,26
S00124492,22,15,1,1,3,-,-,2,-,-,-,9
S00124493,28,16,1,1,4,1,2,-,1,1,1,21
S00124494,31,21,-,-,2,3,1,2,1,1,-,20
S00124495,43,29,1,4,3,1,4,-,-,1,-,21
S00124496,41,28,1,2,4,2,2,2,-,-,-,19
S00124497,42,24,3,3,3,5,2,-,2,-,-,29
S00124498,38,25,1,1,4,1,3,2,1,-,-,21
S00124499,17,12,2,1,-,1,-,-,-,1,-,8
S00124500,23,11,5,1,-,2,1,1,1,1,-,20
S00124501,40,13,1,5,4,5,5,-,5,2,-,52
S00124502,27,13,3,-,2,6,1,1,1,-,-,25
S00124503,38,22,3,2,4,-,2,5,-,-,-,23
S00124504,28,18,1,1,4,-,1,2,-,1,-,15
S00124505,26,21,-,-,3,2,-,-,-,-,-,7
S00124506,48,39,3,-,3,-,-,1,2,-,-,17
S00124507,35,22,1,2,2,3,3,1,1,-,-,22
S00124508,23,18,1,1,3,-,-,-,-,-,-,5
S00124509,43,25,2,2,4,1,4,3,-,2,-,30
S00124510,36,22,1,4,5,3,-,-,-,1,-,19
S00124511,35,19,-,2,4,3,4,2,1,-,-,27
S00124512,63,36,5,3,10,3,2,3,1,-,-,37
S00124513,32,19,2,2,6,-,1,1,1,-,-,17
S00124514,47,29,3,2,3,4,-,4,1,1,-,30
S00124515,28,10,4,1,1,10,-,-,2,-,-,33
S00124516,17,5,7,1,1,2,-,-,-,1,-,16
S00124517,26,18,3,2,1,-,1,1,-,-,-,10
S00124518,49,28,4,1,10,-,3,1,-,2,-,31
S00124519,45,22,4,3,5,5,4,1,-,1,-,40
S00124520,47,29,2,6,5,2,2,1,-,-,-,23
S00124521,33,20,3,4,1,2,1,1,1,-,-,20
S00124522,32,26,2,-,-,1,1,1,-,1,-,11
S00124523,19,9,-,-,5,1,2,-,-,2,-,17
S00124524,43,15,14,5,2,4,-,1,2,-,-,38
S00124525,40,19,1,3,8,3,2,1,2,1,-,34
S00124526,33,10,6,3,6,1,2,3,-,2,-,33
S00124527,27,22,1,-,1,1,1,1,-,-,-,10
S00124528,26,12,4,-,3,2,3,-,2,-,-,25
S00124529,27,13,3,1,4,-,3,2,-,1,-,21
S00124530,22,7,3,3,2,2,2,-,2,1,-,25
S00124531,48,15,5,2,4,4,5,6,4,3,-,63
S00124532,30,20,-,1,4,2,2,-,-,-,1,16
S00124533,37,21,4,6,2,2,1,-,-,1,-,21
S00124534,59,46,-,2,1,5,3,1,-,1,-,24
S00124535,45,32,4,1,3,1,4,-,-,-,-,18
S00124536,39,30,1,-,2,1,1,1,2,1,-,19
S00124537,35,21,-,2,1,1,3,4,1,2,-,28
S00124538,29,18,-,1,6,-,3,1,-,-,-,15
S00124539,43,33,2,-,3,1,2,1,-,1,-,16
S00124540,34,22,-,4,1,1,2,-,1,3,-,23
S00124541,37,17,1,3,3,1,7,2,2,1,-,37
S00124542,24,14,-,2,2,1,3,2,-,-,-,16
S00124543,37,21,2,1,5,3,2,3,-,-,-,24
S00124544,30,18,1,2,1,1,3,2,2,-,-,22
S00124545,31,22,-,1,3,1,1,-,2,1,-,18
S00124546,32,14,6,2,3,6,1,-,-,-,-,25
S00124547,21,15,1,2,1,-,1,-,-,1,-,9
S00124548,39,17,8,2,5,6,-,1,-,-,-,29
S00124549,30,19,5,1,2,1,-,-,1,1,-,16
S00124550,23,20,1,-,2,-,-,-,-,-,-,3
S00124551,49,33,5,3,4,1,2,-,-,1,-,21
S00124552,31,24,5,1,-,1,-,-,-,-,-,8
S00124553,46,29,3,3,5,2,1,-,3,-,-,26
S00124554,36,25,3,1,3,1,3,-,-,-,-,15
S00124555,43,14,7,1,7,7,3,-,1,2,1,48
S00124556,37,24,5,3,1,2,1,-,1,-,-,18
S00124557,28,18,1,2,5,2,-,-,-,-,-,13
S00124558,32,18,4,2,2,-,2,3,1,-,-,21
S00124559,46,30,3,2,3,1,4,1,-,2,-,26
S00124560,52,19,8,3,1,8,6,3,4,-,-,58
S00124561,28,11,4,5,3,1,2,-,1,1,-,24
S00124562,51,21,9,4,4,6,3,1,-,1,2,46
S00124563,28,16,2,2,3,2,-,2,-,1,-,18
S00124564,16,8,2,1,1,1,-,-,3,-,-,19
S00124565,9,4,-,-,3,2,-,-,-,-,-,7
S00124566,21,10,2,4,1,2,1,1,-,-,-,15
S00124567,21,16,1,3,1,-,-,-,-,-,-,5
S00124568,32,20,1,3,2,2,4,-,-,-,-,18
S00124569,34,21,1,3,2,3,4,-,-,-,-,20
S00124570,27,17,2,2,2,-,1,-,3,-,-,20
S00124571,49,31,1,3,7,1,4,-,2,-,-,28
S00124572,42,19,2,1,4,4,4,3,1,2,2,46
S00124573,32,17,4,4,3,2,2,-,-,-,-,20
S00124574,45,27,5,2,7,-,2,1,-,1,-,25
S00124575,40,13,5,4,4,3,3,4,2,2,-,48
S00124576,50,23,8,6,4,1,2,3,1,2,-,39
S00124577,57,35,4,5,2,7,-,-,4,-,-,40
S00124578,39,24,-,4,1,6,3,-,-,-,1,28
S00124579,28,19,2,1,1,1,1,1,1,1,-,16
S00124580,29,14,3,2,2,1,1,2,3,1,-,28
S00124581,29,13,5,2,2,2,3,-,2,-,-,27
S00124582,13,8,1,1,2,1,-,-,-,-,-,6
S00124583,11,9,1,-,1,-,-,-,-,-,-,2
S00124584,42,30,2,2,3,1,1,1,1,1,-,19
S00124585,55,34,3,1,9,2,2,2,-,2,-,31
S00124586,27,15,4,1,-,2,2,2,-,1,-,22
S00124587,20,12,1,3,2,1,1,-,-,-,-,10
S00124588,36,23,2,2,1,4,3,-,1,-,-,22
S00124589,47,31,4,2,2,1,2,-,3,2,-,30
S00124590,25,16,2,2,2,-,-,1,1,1,-,14
S00124591,24,16,-,2,2,1,2,1,-,-,-,12
S00124592,37,27,-,1,2,2,3,-,1,1,-,19
S00124593,23,17,-,-,1,2,1,-,2,-,-,13
S00124594,35,28,2,-,2,-,1,2,-,-,-,10
S00124595,30,18,2,1,3,2,2,2,-,-,-,19
S00124596,43,24,-,3,5,5,3,1,1,-,1,35
S00124597,39,18,3,4,5,1,2,3,2,1,-,33
S00124598,25,11,6,-,3,2,2,1,-,-,-,19
S00124599,29,11,2,1,2,1,3,1,5,3,-,42
S00124600,39,18,2,4,7,4,1,1,2,-,-,33
S00124601,36,17,5,2,5,-,4,-,3,-,-,29
S00124602,40,19,3,4,1,1,1,3,5,3,-,43
S00124603,29,10,2,4,2,3,2,2,2,2,-,35
S00124604,23,11,1,-,4,1,3,1,1,1,-,21
S00124605,35,22,4,1,2,2,2,-,2,-,-,21
S00124606,49,33,2,2,2,2,5,1,1,1,-,28
S00124607,39,25,2,2,5,-,2,1,1,1,-,21
S00124608,20,17,-,1,2,-,-,-,-,-,-,3
S00124609,30,17,3,1,3,-,2,3,1,-,-,20
S00124610,50,26,5,4,1,1,6,3,3,1,-,43
S00124611,39,26,2,2,3,1,3,1,-,1,-,20
S00124612,13,10,-,-,2,-,-,-,1,-,-,5
S00124613,25,17,3,-,4,-,-,-,1,-,-,10
S00124614,50,28,4,4,5,4,4,1,-,-,-,31
S00124615,50,30,6,4,4,2,2,1,-,1,-,27
S00124616,34,23,2,-,2,3,1,-,2,1,-,21
S00124617,19,16,-,-,-,1,-,1,-,1,-,7
S00124618,49,32,2,1,4,5,1,2,-,2,-,30
S00124619,38,21,-,4,7,3,1,-,2,-,-,25
S00124620,45,29,7,-,2,2,3,2,-,-,-,23
S00124621,33,19,1,2,3,2,2,2,1,1,-,24
S00124622,29,22,1,2,2,1,-,1,-,-,-,9
S00124623,34,22,1,2,6,-,2,-,1,-,-,16
S00124624,46,22,6,-,7,3,5,2,-,1,-,36
S00124625,35,23,1,1,4,2,1,-,-,2,1,22
S00124626,25,20,2,1,2,-,-,-,-,-,-,5
S00124627,35,21,5,2,2,1,3,1,-,-,-,19
S00124628,44,30,-,5,2,1,4,1,-,1,-,22
S00124629,30,13,2,2,2,3,3,-,5,-,-,37
S00124630,27,11,4,2,2,4,1,1,1,1,-,26
S00124631,52,17,7,6,9,1,7,1,2,2,-,53
S00124632,32,22,2,-,1,2,4,-,1,-,-,18
S00124633,42,19,1,1,7,4,4,2,2,2,-,42
S00124634,37,8,7,5,6,2,3,2,2,2,-,44
S00124635,37,18,5,3,1,4,1,3,-,2,-,31
S00124636,31,14,4,1,4,2,2,-,3,1,-,30
S00124637,23,19,-,1,2,-,1,-,-,-,-,7
S00124638,65,44,4,5,1,5,2,1,1,2,-,36
S00124639,32,22,3,1,3,-,2,-,1,-,-,14
S00124640,32,19,3,-,6,-,2,1,-,1,-,18
S00124641,28,23,2,1,-,-,1,-,1,-,-,8
S00124642,13,6,2,-,1,-,3,1,-,-,-,11
S00124643,15,7,2,1,2,3,-,-,-,-,-,11
S00124644,29,24,1,-,1,1,1,1,-,-,-,8
S00124645,43,36,2,2,2,-,1,-,-,-,-,8
S00124646,24,11,5,1,4,1,1,-,1,-,-,17
S00124647,40,26,1,1,6,2,1,1,1,1,-,23
S00124648,46,20,5,3,3,5,4,2,3,1,-,45
S00124649,50,28,4,4,7,-,2,3,-,2,-,31
S00124650,22,11,3,2,4,1,1,-,-,-,-,13
S00124651,30,11,5,5,3,1,1,-,3,1,-,29
S00124652,18,10,5,1,-,1,1,-,-,-,-,10
S00124653,21,12,3,-,4,1,-,1,-,-,-,11
S00124654,31,16,2,3,2,3,1,1,2,1,-,27
S00124655,32,18,3,2,4,1,-,-,2,1,1,23
S00124656,23,9,3,3,4,1,2,-,1,-,-,19
S00124657,33,14,4,3,3,5,2,1,-,1,-,29
S00124658,53,33,2,4,3,1,4,1,3,2,-,38
S00124659,28,20,4,1,1,1,1,-,-,-,-,10
S00124660,48,23,8,1,4,6,3,1,-,2,-,39
S00124661,39,16,-,5,3,6,6,1,1,1,-,40
S00124662,27,15,3,1,3,2,3,-,-,-,-,17
S00124663,36,24,2,-,2,2,2,2,1,1,-,22
S00124664,42,27,1,1,5,6,1,1,-,-,-,23
S00124665,45,24,3,1,4,6,3,2,-,1,1,37
S00124666,64,29,6,7,7,4,3,5,1,2,-,58
S00124667,45,28,-,1,6,6,-,2,1,1,-,29
S00124668,25,14,-,1,1,2,1,3,3,-,-,24
S00124669,38,28,2,-,3,3,1,1,-,-,-,15
S00124670,34,24,3,4,2,1,-,-,-,-,-,11
S00124671,40,18,5,9,3,3,1,1,-,-,-,27
S00124672,64,34,11,1,1,8,3,4,2,-,-,53
S00124673,26,19,2,1,-,2,1,-,-,1,-,12
S00124674,53,37,4,3,4,3,1,-,-,1,-,22
S00124675,42,29,2,2,3,1,2,-,2,1,-,22
S00124676,44,25,2,2,4,4,2,2,-,3,-,34
S00124677,35,23,2,1,5,-,1,1,1,1,-,18
S00124678,17,6,1,2,1,1,4,2,-,-,-,22
